City,Code,Type,Line,Station
3310,00070016,地铁,7号线,新港
3310,00070017,地铁,7号线,萧山国际机场
3310,00070018,地铁,7号线,永盛路
3310,00070019,地铁,7号线,新镇路
3310,00070020,地铁,7号线,义蓬
3310,00070021,地铁,7号线,塘新线
3310,00070022,地铁,7号线,青六中路
3310,00070023,地铁,7号线,启成路
3310,00070024,地铁,7号线,江东二路
3310,0008,地铁,8号线,
3310,00080041,地铁,8号线,文海南路
3310,00080042,地铁,8号线,工商大学云滨
3310,00080043,地铁,8号线,桥头堡
3310,00080044,地铁,8号线,河庄路
3310,00080045,地铁,8号线,青西三路
3310,00080046,地铁,8号线,青六中路
3310,00080047,地铁,8号线,仓北村
3310,00080048,地铁,8号线,冯娄村
3310,00080049,地铁,8号线,新湾路
3310,0009,地铁,9号线,
3310,00090040,地铁,9号线,观音塘
3310,00090041,地铁,9号线,新业路
3310,00090042,地铁,9号线,钱江路
3310,00090043,地铁,9号线,江河汇
3310,00090044,地铁,9号线,三堡
3310,00090045,地铁,9号线,御道
3310,00090046,地铁,9号线,五堡
3310,00090047,地铁,9号线,六堡
3310,00090048,地铁,9号线,红普南路
3310,00090049,地铁,9号线,九睦路
3310,00090050,地铁,9号线,客运中心
3310,00090051,地铁,9号线,乔司南
3310,00090052,地铁,9号线,乔司
3310,00090053,地铁,9号线,翁梅
3310,00090054,地铁,9号线,临平南高铁站
3310,00090055,地铁,9号线,南苑
3310,00090056,地铁,9号线,临平
3310,00090057,地铁,9号线,邱山大街
3310,00090058,地铁,9号线,荷禹路
3310,00090059,地铁,9号线,五洲路
3310,00090060,地铁,9号线,龙安
3310,0010,地铁,10号线,
3310,00100001,地铁,10号线,浙大
3310,00100002,地铁,10号线,黄龙体育中心
3310,00100003,地铁,10号线,文三路
3310,00100004,地铁,10号线,学院路
3310,00100005,地铁,10号线,翠柏路
3310,00100006,地铁,10号线,北大桥
3310,00100007,地铁,10号线,和睦
3310,00100008,地铁,10号线,花园岗
3310,00100009,地铁,10号线,渡驾桥
3310,00100010,地铁,10号线,祥园路
3310,00100011,地铁,10号线,杭行路
3310,00100012,地铁,10号线,金德路
3310,00100013,地铁,10号线,逸盛路
3310,0016,地铁,16号线,
3310,00160001,地铁,16号线,九州街
3310,00160002,地铁,16号线,临安广场
3310,00160003,地铁,16号线,农林大学
3310,00160004,地铁,16号线,青山湖
3310,00160005,地铁,16号线,八百里
3310,00160006,地铁,16号线,青山湖科技城
3310,00160007,地铁,16号线,南峰
3310,00160008,地铁,16号线,南湖
3310,00160009,地铁,16号线,中泰
3310,00160010,地铁,16号线,禹航路
3310,00160011,地铁,16号线,凤新路
3310,00160012,地铁,16号线,绿汀路
3310,0019,地铁,19号线,
3310,00190001,地铁,19号线,苕溪
3310,00190002,地铁,19号线,火车西站
3310,00190003,地铁,19号线,创景路
3310,00190004,地铁,19号线,海创园
3310,00190005,地铁,19号线,荆长路
3310,00190006,地铁,19号线,西溪湿地北
3310,00190007,地铁,19号线,五联
3310,00190008,地铁,19号线,文三路
3310,00190009,地铁,19号线,沈塘桥
3310,00190010,地铁,19号线,西湖文化广场
3310,00190011,地铁,19号线,驿城路
3310,00190012,地铁,19号线,火车东站（东广场）
3310,00190013,地铁,19号线,御道
3310,00190014,地铁,19号线,平澜路
3310,00190015,地铁,19号线,耕文路
3310,00190016,地铁,19号线,知行路
3310,00190017,地铁,19号线,萧山国际机场
3310,00190018,地铁,19号线,永盛路
